district,sector,trade,priority,recommendation_type,recommendation,reason,supporting_metrics,confidence_score,data_availability
solapur,,information and communication technology system maintenance,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for information and communication technology system maintenance in solapur before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
thane,,computer hardware and network maintenance,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for computer hardware and network maintenance in thane before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
thane,,draughtsman civil,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for draughtsman civil in thane before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
thane,,geo-informatics assistant,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for geo-informatics assistant in thane before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
thane,,human resourse executive,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for human resourse executive in thane before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
thane,,mechanic diesel,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for mechanic diesel in thane before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
thane,,mechanic machine tool maintenance,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for mechanic machine tool maintenance in thane before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
wardha,,wood work technician,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for wood work technician in wardha before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
washim,,electronics mechanic,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for electronics mechanic in washim before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
washim,,plumber,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for plumber in washim before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
yavatmal,,computer hardware and network maintenance,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for computer hardware and network maintenance in yavatmal before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
yavatmal,,draughtsman civil,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for draughtsman civil in yavatmal before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
yavatmal,,mechanic diesel under dual system training,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for mechanic diesel under dual system training in yavatmal before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
yavatmal,,surveyor,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for surveyor in yavatmal before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.37, 'current_demand_score': 50.0, 'current_gap': 48.63, 'priority_score': 49.22, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
ahmednagar,,machinist grinder,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for machinist grinder in ahmednagar before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.88, 'current_demand_score': 50.0, 'current_gap': 48.12, 'priority_score': 48.93, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
akola,,machinist,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for machinist in akola before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.88, 'current_demand_score': 50.0, 'current_gap': 48.12, 'priority_score': 48.93, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
akola,,sewing technology,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for sewing technology in akola before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.88, 'current_demand_score': 50.0, 'current_gap': 48.12, 'priority_score': 48.93, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
amravati,,machinist,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for machinist in amravati before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 1.88, 'current_demand_score': 50.0, 'current_gap': 48.12, 'priority_score': 48.93, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
